Date,Platinum,Palladium,Rhodium,Iridium,Ruthenium
12/04/1995,450.0000,174.0000,470.0000,70.0000,27.0000
13/04/1995,448.0000,172.0000,470.0000,70.0000,27.0000
18/04/1995,456.0000,176.0000,470.0000,70.0000,27.0000
19/04/1995,461.0000,177.0000,470.0000,70.0000,27.0000
20/04/1995,456.0000,173.0000,480.0000,70.0000,27.0000
21/04/1995,448.0000,168.0000,480.0000,70.0000,27.0000
24/04/1995,444.0000,168.0000,490.0000,70.0000,27.0000
25/04/1995,441.0000,163.0000,490.0000,70.0000,27.0000
26/04/1995,440.0000,162.0000,500.0000,70.0000,25.0000
27/04/1995,440.0000,161.0000,500.0000,70.0000,25.0000
28/04/1995,448.0000,164.0000,500.0000,70.0000,25.0000
01/05/1995,443.0000,163.0000,500.0000,70.0000,25.0000
02/05/1995,446.0000,164.0000,500.0000,70.0000,25.0000
03/05/1995,454.0000,166.0000,500.0000,70.0000,25.0000
04/05/1995,459.0000,165.0000,540.0000,70.0000,25.0000
05/05/1995,460.0000,165.0000,550.0000,70.0000,25.0000
08/05/1995,451.0000,162.0000,550.0000,70.0000,25.0000
09/05/1995,446.0000,161.0000,550.0000,70.0000,25.0000
10/05/1995,437.0000,160.0000,565.0000,70.0000,25.0000
11/05/1995,435.0000,161.0000,565.0000,70.0000,25.0000
12/05/1995,435.0000,161.0000,565.0000,70.0000,25.0000
15/05/1995,431.0000,162.0000,565.0000,70.0000,25.0000
16/05/1995,434.0000,163.0000,565.0000,70.0000,25.0000
17/05/1995,431.0000,161.0000,565.0000,70.0000,25.0000
18/05/1995,430.0000,161.0000,565.0000,70.0000,25.0000
19/05/1995,431.0000,160.0000,565.0000,70.0000,25.0000
22/05/1995,429.0000,159.0000,555.0000,70.0000,25.0000
23/05/1995,429.0000,159.0000,555.0000,70.0000,25.0000
24/05/1995,432.0000,160.0000,555.0000,70.0000,25.0000
25/05/1995,433.0000,162.0000,555.0000,70.0000,25.0000
26/05/1995,438.0000,163.0000,555.0000,70.0000,25.0000
29/05/1995,440.0000,165.0000,555.0000,70.0000,25.0000
30/05/1995,439.0000,164.0000,555.0000,70.0000,25.0000
31/05/1995,435.0000,164.0000,555.0000,70.0000,25.0000
01/06/1995,433.0000,160.0000,555.0000,60.0000,25.0000
02/06/1995,433.0000,160.0000,555.0000,60.0000,25.0000
05/06/1995,432.0000,159.0000,555.0000,60.0000,25.0000
06/06/1995,432.0000,158.0000,555.0000,60.0000,25.0000
07/06/1995,433.0000,158.0000,555.0000,60.0000,25.0000
08/06/1995,436.0000,159.0000,555.0000,60.0000,25.0000
09/06/1995,436.0000,159.0000,555.0000,60.0000,25.0000
12/06/1995,440.0000,160.0000,555.0000,60.0000,25.0000
13/06/1995,442.0000,163.0000,555.0000,60.0000,25.0000
14/06/1995,437.0000,161.0000,555.0000,60.0000,25.0000
15/06/1995,441.0000,162.0000,555.0000,60.0000,25.0000
16/06/1995,443.0000,163.0000,555.0000,60.0000,25.0000
19/06/1995,442.0000,162.0000,555.0000,60.0000,25.0000
20/06/1995,443.0000,162.0000,555.0000,60.0000,25.0000
21/06/1995,444.0000,162.0000,545.0000,60.0000,25.0000
22/06/1995,442.0000,160.0000,545.0000,60.0000,25.0000
23/06/1995,442.0000,158.0000,535.0000,60.0000,25.0000
26/06/1995,442.0000,159.0000,535.0000,60.0000,25.0000
27/06/1995,443.0000,159.0000,535.0000,60.0000,25.0000
28/06/1995,443.0000,161.0000,535.0000,60.0000,25.0000
29/06/1995,439.0000,160.0000,535.0000,60.0000,25.0000
30/06/1995,440.0000,160.0000,535.0000,60.0000,25.0000
03/07/1995,435.0000,159.0000,535.0000,60.0000,25.0000
04/07/1995,435.0000,159.0000,535.0000,60.0000,25.0000
05/07/1995,434.0000,158.0000,535.0000,60.0000,25.0000
06/07/1995,434.0000,158.0000,535.0000,60.0000,25.0000
07/07/1995,434.0000,159.0000,535.0000,60.0000,25.0000
10/07/1995,434.0000,158.0000,535.0000,60.0000,25.0000
11/07/1995,434.0000,159.0000,525.0000,60.0000,25.0000
12/07/1995,435.0000,158.0000,525.0000,60.0000,25.0000
13/07/1995,438.0000,157.0000,525.0000,60.0000,25.0000
14/07/1995,435.0000,155.0000,525.0000,60.0000,25.0000
17/07/1995,438.0000,156.0000,525.0000,60.0000,25.0000
18/07/1995,441.0000,156.0000,515.0000,60.0000,25.0000
19/07/1995,440.0000,155.0000,515.0000,60.0000,25.0000
20/07/1995,438.0000,155.0000,515.0000,60.0000,25.0000
21/07/1995,429.0000,153.0000,515.0000,60.0000,25.0000
24/07/1995,430.0000,154.0000,515.0000,60.0000,25.0000
25/07/1995,433.0000,155.0000,500.0000,60.0000,25.0000
26/07/1995,431.0000,155.0000,500.0000,60.0000,25.0000
27/07/1995,432.0000,156.0000,490.0000,60.0000,29.0000
28/07/1995,429.0000,154.0000,490.0000,60.0000,29.0000
31/07/1995,426.0000,154.0000,480.0000,60.0000,29.0000
01/08/1995,420.0000,153.0000,480.0000,60.0000,29.0000
02/08/1995,422.0000,153.0000,470.0000,60.0000,29.0000
03/08/1995,422.0000,153.0000,470.0000,60.0000,29.0000
04/08/1995,424.0000,153.0000,450.0000,60.0000,29.0000
07/08/1995,422.0000,153.0000,450.0000,60.0000,29.0000
08/08/1995,422.0000,153.0000,450.0000,60.0000,29.0000
09/08/1995,423.0000,153.0000,440.0000,60.0000,29.0000
10/08/1995,423.0000,153.0000,440.0000,60.0000,29.0000
11/08/1995,422.0000,151.0000,440.0000,60.0000,29.0000
14/08/1995,416.0000,147.0000,440.0000,60.0000,29.0000
15/08/1995,419.0000,148.0000,430.0000,60.0000,29.0000
16/08/1995,420.0000,149.0000,430.0000,60.0000,29.0000
17/08/1995,425.0000,149.0000,430.0000,60.0000,29.0000
18/08/1995,432.0000,151.0000,420.0000,60.0000,29.0000
21/08/1995,433.0000,151.0000,420.0000,60.0000,29.0000
22/08/1995,431.0000,152.0000,410.0000,60.0000,29.0000
23/08/1995,428.0000,150.0000,410.0000,60.0000,29.0000
24/08/1995,427.0000,150.0000,410.0000,60.0000,29.0000
25/08/1995,431.0000,149.0000,410.0000,60.0000,29.0000
28/08/1995,431.0000,149.0000,410.0000,60.0000,29.0000
29/08/1995,435.0000,149.0000,410.0000,60.0000,29.0000
30/08/1995,430.0000,147.0000,410.0000,60.0000,29.0000
31/08/1995,428.0000,146.0000,410.0000,60.0000,29.0000
01/09/1995,430.0000,147.0000,410.0000,60.0000,29.0000
04/09/1995,429.0000,147.0000,410.0000,60.0000,29.0000
05/09/1995,428.0000,147.0000,410.0000,60.0000,29.0000
06/09/1995,425.0000,145.0000,400.0000,60.0000,29.0000
07/09/1995,428.0000,146.0000,400.0000,60.0000,29.0000
08/09/1995,434.0000,146.0000,390.0000,60.0000,29.0000
11/09/1995,432.0000,146.0000,390.0000,60.0000,29.0000
12/09/1995,435.0000,146.0000,370.0000,60.0000,29.0000
13/09/1995,440.0000,148.0000,370.0000,60.0000,29.0000
14/09/1995,437.0000,147.0000,370.0000,60.0000,29.0000
15/09/1995,442.0000,148.0000,370.0000,60.0000,29.0000
18/09/1995,439.0000,147.0000,370.0000,60.0000,29.0000
19/09/1995,440.0000,147.0000,370.0000,60.0000,29.0000
20/09/1995,438.0000,147.0000,360.0000,60.0000,29.0000
21/09/1995,429.0000,142.0000,350.0000,60.0000,29.0000
22/09/1995,426.0000,139.0000,350.0000,60.0000,29.0000
25/09/1995,421.0000,136.0000,350.0000,60.0000,29.0000
26/09/1995,425.0000,138.0000,340.0000,60.0000,29.0000
27/09/1995,423.0000,139.0000,340.0000,60.0000,29.0000
28/09/1995,422.0000,140.0000,340.0000,60.0000,29.0000
29/09/1995,425.0000,144.0000,340.0000,60.0000,29.0000
02/10/1995,421.0000,143.0000,330.0000,60.0000,29.0000
03/10/1995,413.0000,141.0000,330.0000,60.0000,29.0000
04/10/1995,417.0000,142.0000,330.0000,60.0000,29.0000
05/10/1995,416.0000,137.0000,330.0000,60.0000,29.0000
06/10/1995,414.0000,135.0000,345.0000,60.0000,29.0000
09/10/1995,416.0000,139.0000,345.0000,60.0000,29.0000
10/10/1995,418.0000,139.0000,360.0000,60.0000,29.0000
11/10/1995,416.0000,139.0000,360.0000,60.0000,29.0000
12/10/1995,415.0000,139.0000,375.0000,60.0000,29.0000
13/10/1995,414.0000,139.0000,375.0000,60.0000,29.0000
16/10/1995,413.0000,139.0000,375.0000,60.0000,29.0000
17/10/1995,413.0000,139.0000,395.0000,60.0000,29.0000
18/10/1995,413.0000,139.0000,395.0000,60.0000,29.0000
19/10/1995,413.0000,137.0000,395.0000,60.0000,29.0000
20/10/1995,411.0000,137.0000,395.0000,60.0000,29.0000
23/10/1995,411.0000,137.0000,395.0000,60.0000,29.0000
24/10/1995,411.0000,137.0000,395.0000,60.0000,29.0000
25/10/1995,414.0000,138.0000,395.0000,60.0000,29.0000
26/10/1995,412.0000,138.0000,395.0000,60.0000,29.0000
27/10/1995,409.0000,137.0000,395.0000,60.0000,29.0000
30/10/1995,407.0000,137.0000,395.0000,60.0000,29.0000
31/10/1995,409.0000,136.0000,395.0000,60.0000,29.0000
01/11/1995,411.0000,138.0000,395.0000,60.0000,29.0000
02/11/1995,408.0000,137.0000,395.0000,60.0000,29.0000
03/11/1995,409.0000,136.0000,395.0000,60.0000,29.0000
06/11/1995,407.0000,135.0000,395.0000,60.0000,29.0000
07/11/1995,408.0000,134.0000,380.0000,60.0000,29.0000
08/11/1995,415.0000,135.0000,370.0000,60.0000,29.0000
09/11/1995,414.0000,135.0000,360.0000,60.0000,29.0000
10/11/1995,422.0000,137.0000,360.0000,60.0000,29.0000
13/11/1995,422.0000,137.0000,350.0000,60.0000,29.0000
14/11/1995,415.0000,136.0000,340.0000,60.0000,29.0000
15/11/1995,417.0000,135.0000,340.0000,60.0000,29.0000
16/11/1995,415.0000,136.0000,330.0000,60.0000,29.0000
17/11/1995,416.0000,135.0000,330.0000,60.0000,29.0000
20/11/1995,415.0000,135.0000,320.0000,60.0000,29.0000
21/11/1995,417.0000,135.0000,320.0000,60.0000,29.0000
22/11/1995,415.0000,135.0000,310.0000,60.0000,29.0000
23/11/1995,413.0000,134.0000,310.0000,60.0000,29.0000
24/11/1995,414.0000,134.0000,310.0000,60.0000,29.0000
27/11/1995,413.0000,134.0000,300.0000,60.0000,29.0000
28/11/1995,416.0000,135.0000,300.0000,60.0000,29.0000
29/11/1995,415.0000,135.0000,300.0000,60.0000,29.0000
30/11/1995,414.0000,133.0000,300.0000,60.0000,29.0000
01/12/1995,413.0000,133.0000,300.0000,60.0000,29.0000
04/12/1995,411.0000,131.0000,300.0000,60.0000,29.0000
05/12/1995,414.0000,134.0000,300.0000,60.0000,29.0000
06/12/1995,415.0000,134.0000,300.0000,60.0000,29.0000
07/12/1995,415.0000,134.0000,300.0000,60.0000,29.0000
08/12/1995,414.0000,134.0000,300.0000,60.0000,29.0000
11/12/1995,418.0000,135.0000,300.0000,60.0000,29.0000
12/12/1995,416.0000,136.0000,300.0000,60.0000,29.0000
13/12/1995,414.0000,136.0000,300.0000,60.0000,29.0000
14/12/1995,409.0000,134.0000,290.0000,60.0000,29.0000
15/12/1995,408.0000,134.0000,290.0000,60.0000,29.0000
18/12/1995,408.0000,132.0000,280.0000,60.0000,29.0000
19/12/1995,411.0000,134.0000,280.0000,60.0000,29.0000
20/12/1995,407.0000,130.0000,280.0000,60.0000,29.0000
21/12/1995,408.0000,131.0000,270.0000,60.0000,29.0000
22/12/1995,407.0000,132.0000,260.0000,60.0000,29.0000
27/12/1995,407.0000,132.0000,260.0000,60.0000,29.0000
28/12/1995,406.0000,130.0000,260.0000,60.0000,29.0000
29/12/1995,400.0000,129.0000,260.0000,60.0000,29.0000
02/01/1996,400.0000,129.0000,260.0000,60.0000,29.0000
03/01/1996,406.0000,132.0000,270.0000,60.0000,29.0000
04/01/1996,411.0000,132.0000,285.0000,60.0000,29.0000
05/01/1996,413.0000,132.0000,285.0000,60.0000,29.0000
08/01/1996,419.0000,132.0000,285.0000,60.0000,29.0000
09/01/1996,416.0000,131.0000,285.0000,60.0000,29.0000
10/01/1996,417.0000,131.0000,285.0000,60.0000,29.0000
11/01/1996,418.0000,130.0000,285.0000,60.0000,29.0000
12/01/1996,415.0000,128.0000,285.0000,60.0000,29.0000
15/01/1996,415.0000,129.0000,285.0000,60.0000,29.0000
16/01/1996,416.0000,131.0000,285.0000,60.0000,29.0000
17/01/1996,420.0000,131.0000,285.0000,60.0000,29.0000
18/01/1996,418.0000,131.0000,285.0000,60.0000,29.0000
19/01/1996,416.0000,131.0000,285.0000,60.0000,29.0000
22/01/1996,419.0000,131.0000,285.0000,60.0000,29.0000
23/01/1996,425.0000,132.0000,285.0000,60.0000,29.0000
24/01/1996,422.0000,131.0000,295.0000,60.0000,29.0000
25/01/1996,419.0000,129.0000,295.0000,60.0000,29.0000
26/01/1996,424.0000,130.0000,315.0000,60.0000,29.0000
29/01/1996,421.0000,129.0000,315.0000,60.0000,32.0000
30/01/1996,422.0000,130.0000,315.0000,60.0000,32.0000
31/01/1996,419.0000,129.0000,315.0000,60.0000,32.0000
01/02/1996,423.0000,130.0000,335.0000,60.0000,32.0000
02/02/1996,434.0000,136.0000,335.0000,60.0000,32.0000
05/02/1996,433.0000,140.0000,350.0000,60.0000,32.0000
06/02/1996,428.0000,140.0000,350.0000,60.0000,32.0000
07/02/1996,432.0000,142.0000,350.0000,60.0000,32.0000
08/02/1996,424.0000,140.0000,350.0000,60.0000,32.0000
09/02/1996,425.0000,142.0000,350.0000,60.0000,32.0000
12/02/1996,420.0000,140.0000,350.0000,60.0000,32.0000
13/02/1996,422.0000,140.0000,350.0000,60.0000,32.0000
14/02/1996,423.0000,142.0000,350.0000,60.0000,32.0000
15/02/1996,424.0000,144.0000,350.0000,60.0000,32.0000
16/02/1996,422.0000,143.0000,350.0000,60.0000,32.0000
19/02/1996,425.0000,143.0000,350.0000,60.0000,32.0000
20/02/1996,424.0000,142.0000,350.0000,60.0000,32.0000
21/02/1996,416.0000,141.0000,350.0000,60.0000,32.0000
22/02/1996,416.0000,142.0000,340.0000,60.0000,32.0000
23/02/1996,412.0000,141.0000,340.0000,60.0000,32.0000
26/02/1996,412.0000,141.0000,340.0000,60.0000,32.0000
27/02/1996,410.0000,141.0000,330.0000,60.0000,32.0000
28/02/1996,409.0000,140.0000,330.0000,60.0000,32.0000
29/02/1996,413.0000,139.0000,330.0000,60.0000,34.0000
01/03/1996,413.0000,138.0000,330.0000,60.0000,34.0000
04/03/1996,412.0000,136.0000,330.0000,60.0000,34.0000
05/03/1996,407.0000,133.0000,330.0000,60.0000,34.0000
06/03/1996,407.0000,134.0000,330.0000,60.0000,34.0000
07/03/1996,409.0000,136.0000,330.0000,60.0000,34.0000
08/03/1996,411.0000,136.0000,345.0000,60.0000,34.0000
11/03/1996,411.0000,142.0000,345.0000,60.0000,34.0000
12/03/1996,412.0000,143.0000,345.0000,60.0000,34.0000
13/03/1996,414.0000,142.0000,345.0000,60.0000,34.0000
14/03/1996,414.0000,141.0000,345.0000,60.0000,34.0000
15/03/1996,412.0000,139.0000,345.0000,60.0000,34.0000
18/03/1996,413.0000,140.0000,345.0000,60.0000,36.0000
19/03/1996,412.0000,139.0000,345.0000,60.0000,36.0000
20/03/1996,411.0000,139.0000,345.0000,60.0000,36.0000
21/03/1996,412.0000,139.0000,345.0000,60.0000,36.0000
22/03/1996,413.0000,140.0000,345.0000,60.0000,36.0000
25/03/1996,413.0000,141.0000,345.0000,60.0000,36.0000
26/03/1996,414.0000,142.0000,345.0000,60.0000,38.0000
27/03/1996,416.0000,142.0000,345.0000,60.0000,38.0000
28/03/1996,415.0000,142.0000,345.0000,60.0000,38.0000
29/03/1996,411.0000,139.0000,345.0000,60.0000,38.0000
01/04/1996,407.0000,141.0000,345.0000,60.0000,38.0000
02/04/1996,407.0000,142.0000,345.0000,60.0000,38.0000
03/04/1996,406.0000,142.0000,345.0000,60.0000,42.0000
04/04/1996,407.0000,141.0000,345.0000,60.0000,55.0000
09/04/1996,411.0000,142.0000,345.0000,60.0000,55.0000
10/04/1996,407.0000,140.0000,345.0000,60.0000,55.0000
11/04/1996,408.0000,140.0000,335.0000,60.0000,55.0000
12/04/1996,409.0000,139.0000,335.0000,60.0000,55.0000
15/04/1996,406.0000,138.0000,335.0000,60.0000,55.0000
16/04/1996,404.0000,138.0000,335.0000,60.0000,55.0000
17/04/1996,402.0000,137.0000,335.0000,60.0000,55.0000
18/04/1996,401.0000,137.0000,335.0000,60.0000,55.0000
19/04/1996,399.0000,136.0000,335.0000,60.0000,55.0000
22/04/1996,402.0000,133.0000,330.0000,60.0000,55.0000
23/04/1996,405.0000,136.0000,330.0000,60.0000,55.0000
24/04/1996,405.0000,136.0000,330.0000,60.0000,55.0000
25/04/1996,402.0000,135.0000,330.0000,60.0000,55.0000
26/04/1996,406.0000,136.0000,330.0000,60.0000,55.0000
29/04/1996,403.0000,133.0000,330.0000,60.0000,55.0000
30/04/1996,400.0000,131.0000,330.0000,60.0000,55.0000
01/05/1996,401.0000,132.0000,330.0000,60.0000,55.0000
02/05/1996,405.0000,134.0000,330.0000,60.0000,55.0000
03/05/1996,405.0000,135.0000,330.0000,60.0000,55.0000
06/05/1996,405.0000,136.0000,330.0000,60.0000,55.0000
07/05/1996,406.0000,136.0000,330.0000,60.0000,55.0000
08/05/1996,407.0000,136.0000,330.0000,60.0000,55.0000
09/05/1996,405.0000,135.0000,330.0000,60.0000,55.0000
10/05/1996,405.0000,133.0000,330.0000,60.0000,55.0000
13/05/1996,403.0000,134.0000,330.0000,60.0000,55.0000
14/05/1996,403.0000,134.0000,330.0000,60.0000,55.0000
15/05/1996,402.0000,134.0000,330.0000,60.0000,55.0000
16/05/1996,403.0000,135.0000,330.0000,60.0000,55.0000
17/05/1996,402.0000,133.0000,330.0000,60.0000,55.0000
20/05/1996,399.0000,132.0000,330.0000,60.0000,55.0000
21/05/1996,398.0000,131.0000,330.0000,60.0000,55.0000
22/05/1996,398.0000,131.0000,345.0000,65.0000,55.0000
23/05/1996,399.0000,131.0000,345.0000,65.0000,55.0000
24/05/1996,400.0000,132.0000,345.0000,65.0000,55.0000
27/05/1996,399.0000,130.0000,345.0000,65.0000,55.0000
28/05/1996,398.0000,130.0000,345.0000,65.0000,55.0000
29/05/1996,400.0000,132.0000,345.0000,65.0000,55.0000
30/05/1996,400.0000,133.0000,345.0000,65.0000,55.0000
31/05/1996,400.0000,133.0000,345.0000,65.0000,55.0000
03/06/1996,402.0000,133.0000,345.0000,65.0000,55.0000
04/06/1996,400.0000,132.0000,345.0000,65.0000,55.0000
05/06/1996,395.0000,130.0000,345.0000,65.0000,55.0000
06/06/1996,393.0000,130.0000,340.0000,65.0000,55.0000
07/06/1996,394.0000,130.0000,340.0000,65.0000,55.0000
10/06/1996,393.0000,130.0000,340.0000,65.0000,55.0000
11/06/1996,392.0000,130.0000,340.0000,65.0000,55.0000
12/06/1996,391.0000,130.0000,340.0000,65.0000,55.0000
13/06/1996,393.0000,131.0000,335.0000,65.0000,55.0000
